text,timestamp,user_id
PSA: how to stay focused. Let me know if you want details.,2025-09-23 16:06:21.280576,263
Today I learned keeping meetings short. Would love recommendations.,2026-02-16 07:32:29.663199,146
Quick thread: better onboarding. Still iterating.,2025-10-20 12:27:20.140274,248
Quick thread: shipping without burnout. This saved me hours.,2025-07-08 23:36:58.688023,74
PSA: keeping meetings short. Back to building.,2026-04-01 14:16:00.348655,264
Weekend plan: keeping meetings short. Curious what worked for you.,2025-06-20 19:06:02.730515,209
Today I learned a side project. Back to building.,2025-11-01 09:37:03.734586,220
Today I learned shipping without burnout. Let me know if you want details.,2025-10-17 04:54:04.150050,39
Can we normalize how to stay focused. Still iterating.,2026-03-29 11:22:16.367152,240
Reminder: using SQL window functions. Curious what worked for you.,2025-08-06 18:39:44.070187,162
Today I learned better onboarding. Would love recommendations.,2025-08-19 00:07:43.853839,278
Can we normalize testing Flask apps. This saved me hours.,2025-11-06 12:53:58.915709,126
Learning meal prep for busy weeks. This saved me hours.,2025-12-08 21:53:59.956708,55
Small win: a cleaner API pattern. Still iterating.,2026-01-01 06:00:33.415798,146
Small win: debugging auth bugs. This saved me hours.,2026-02-02 12:35:51.140687,26
Quick thread: a cleaner API pattern. Thoughts?,2025-05-19 09:53:11.011861,216
Just shipped meal prep for busy weeks. Happy to share notes.,2025-12-05 10:19:57.002917,13
Anyone else shipping without burnout. Thoughts?,2025-05-24 13:43:38.088455,249
Hot take: better onboarding. Still iterating.,2025-10-29 06:29:46.816000,5
Anyone else keeping meetings short. Thoughts?,2026-01-27 16:30:17.276028,290
Can we normalize shipping without burnout. This saved me hours.,2025-11-01 13:21:25.807635,254
Today I learned debugging auth bugs. Happy to share notes.,2025-05-11 12:58:58.433527,181
Anyone else debugging auth bugs. Would love recommendations.,2025-06-17 20:35:36.087908,109
Can we normalize using SQL window functions. Still iterating.,2026-04-09 08:30:22.950479,145
Quick thread: keeping meetings short. Thoughts?,2025-07-31 02:32:04.682685,111
Trying out a cleaner API pattern. Happy to share notes.,2025-05-18 21:55:34.432341,151
Quick thread: testing Flask apps. Would love recommendations.,2025-11-03 03:26:20.142568,238
Learning using SQL window functions. Thoughts?,2025-07-07 06:05:49.719311,82
Reminder: better onboarding. Curious what worked for you.,2025-10-13 15:38:25.986649,124
Reminder: debugging auth bugs. Let me know if you want details.,2025-09-04 20:40:25.241296,127
Learning keeping meetings short. Thoughts?,2025-12-20 19:42:09.481285,57
PSA: designing for accessibility. Back to building.,2025-06-13 18:46:40.482491,203
Today I learned how to stay focused. This saved me hours.,2025-05-29 03:16:28.733997,141
PSA: writing docs first. Back to building.,2026-02-12 15:00:46.026941,58
Today I learned meal prep for busy weeks. Curious what worked for you.,2025-06-23 19:26:33.211466,277
Small win: writing docs first. Happy to share notes.,2026-02-08 23:24:55.873168,276
Learning a side project. Happy to share notes.,2025-05-10 03:26:19.597435,67
Reminder: how to stay focused. Back to building.,2025-10-14 11:57:52.042290,131
Trying out meal prep for busy weeks. Back to building.,2025-10-01 16:32:13.916893,280
Hot take: writing docs first. Back to building.,2025-12-13 15:03:21.406045,279
Weekend plan: designing for accessibility. Still iterating.,2025-11-14 07:45:42.747092,184
Weekend plan: meal prep for busy weeks. Let me know if you want details.,2025-06-22 22:45:19.089813,194
Trying out using SQL window functions. Let me know if you want details.,2026-03-03 16:22:47.834079,240
Small win: meal prep for busy weeks. This saved me hours.,2025-12-29 01:19:04.332749,185
Small win: using SQL window functions. Thoughts?,2025-06-19 21:35:02.795624,110
Hot take: using SQL window functions. Back to building.,2025-10-21 14:10:40.984396,137
Anyone else testing Flask apps. Happy to share notes.,2026-04-17 12:23:20.749096,231
Learning keeping meetings short. Would love recommendations.,2026-01-14 21:51:09.666830,32
Can we normalize keeping meetings short. Happy to share notes.,2026-02-26 19:36:30.174806,173
Weekend plan: debugging auth bugs. Thoughts?,2025-04-26 01:09:27.628008,76
Anyone else testing Flask apps. Curious what worked for you.,2025-09-25 01:20:16.144347,75
PSA: a side project. Thoughts?,2025-11-28 17:31:46.771855,270
Learning meal prep for busy weeks. Happy to share notes.,2026-02-18 11:17:06.177778,57
PSA: shipping without burnout. Back to building.,2025-05-09 19:16:07.767462,256
Weekend plan: debugging auth bugs. Curious what worked for you.,2025-12-09 08:07:26.460333,215
Today I learned meal prep for busy weeks. Let me know if you want details.,2026-02-01 13:04:21.727721,253
Small win: debugging auth bugs. Happy to share notes.,2025-07-24 11:35:41.017880,187
Hot take: meal prep for busy weeks. Let me know if you want details.,2026-03-18 17:48:51.512523,132
Hot take: writing docs first. Still iterating.,2025-11-16 23:01:13.967708,182
Learning a side project. Still iterating.,2025-08-18 15:26:39.861380,163
Hot take: keeping meetings short. This saved me hours.,2025-07-15 12:30:16.869814,11
Anyone else keeping meetings short. Would love recommendations.,2025-09-06 01:40:52.130456,10
Weekend plan: using SQL window functions. This saved me hours.,2025-06-07 10:54:12.458017,233
Weekend plan: better onboarding. This saved me hours.,2025-08-10 20:04:23.110888,276
Reminder: debugging auth bugs. Still iterating.,2025-09-12 17:23:45.367912,164
Trying out how to stay focused. Still iterating.,2025-07-26 05:01:37.204713,257
Can we normalize a side project. Still iterating.,2025-06-04 08:32:16.913177,232
Quick thread: writing docs first. Thoughts?,2025-05-20 19:24:16.919095,156
Learning how to stay focused. Back to building.,2025-09-03 21:05:31.916289,107
Anyone else better onboarding. Let me know if you want details.,2025-09-08 09:41:27.946818,96
Anyone else a side project. Happy to share notes.,2026-03-23 11:50:37.794818,150
Anyone else designing for accessibility. Curious what worked for you.,2025-10-27 11:08:34.152274,184
PSA: better onboarding. Would love recommendations.,2026-03-06 17:31:14.734893,127
Hot take: shipping without burnout. Would love recommendations.,2025-08-10 18:24:36.336986,294
Small win: better onboarding. This saved me hours.,2026-01-22 20:13:07.471241,189
Just shipped how to stay focused. This saved me hours.,2026-04-18 02:24:07.802819,130
Small win: testing Flask apps. Still iterating.,2026-02-02 07:58:37.030430,262
Weekend plan: how to stay focused. Would love recommendations.,2025-11-09 06:51:16.092943,18
Trying out how to stay focused. Still iterating.,2026-02-11 22:23:31.447039,179
Quick thread: shipping without burnout. Back to building.,2025-04-23 21:22:19.232839,236
Trying out debugging auth bugs. Would love recommendations.,2026-04-19 10:57:52.752733,41
Small win: better onboarding. Let me know if you want details.,2025-10-27 18:10:40.158868,283
Reminder: writing docs first. Thoughts?,2025-12-12 20:32:43.638421,25
Quick thread: meal prep for busy weeks. Would love recommendations.,2026-03-29 03:42:33.318083,37
PSA: how to stay focused. Curious what worked for you.,2025-09-19 05:00:55.596984,214
Trying out a cleaner API pattern. Thoughts?,2026-01-30 17:26:29.385206,144
Today I learned designing for accessibility. Would love recommendations.,2025-12-09 13:48:10.140326,86
Reminder: debugging auth bugs. Thoughts?,2025-08-06 19:05:31.851916,128
Anyone else keeping meetings short. This saved me hours.,2026-02-19 16:19:10.575637,222
Quick thread: a side project. Let me know if you want details.,2026-03-13 20:05:28.360133,127
Hot take: how to stay focused. Would love recommendations.,2026-02-07 21:56:34.409790,162
Today I learned using SQL window functions. Still iterating.,2025-12-30 05:34:07.504724,57
Weekend plan: better onboarding. Would love recommendations.,2025-08-07 02:34:37.291255,17
Small win: designing for accessibility. Thoughts?,2025-11-24 14:57:23.793390,111
Today I learned a cleaner API pattern. Happy to share notes.,2025-08-05 23:55:42.604954,108
Can we normalize designing for accessibility. Happy to share notes.,2026-02-14 18:39:31.228222,133
Weekend plan: how to stay focused. Back to building.,2025-12-25 20:29:15.653774,53
Anyone else a side project. Let me know if you want details.,2025-04-24 17:37:38.385099,38
Hot take: meal prep for busy weeks. Would love recommendations.,2025-12-09 22:10:15.945071,155
Just shipped using SQL window functions. Let me know if you want details.,2025-08-22 02:45:37.424923,168
Quick thread: a cleaner API pattern. Curious what worked for you.,2026-02-19 09:09:39.090050,271
Learning designing for accessibility. Happy to share notes.,2026-03-20 16:12:46.059269,235
Weekend plan: using SQL window functions. This saved me hours.,2026-01-07 07:52:51.419033,96
Can we normalize debugging auth bugs. Thoughts?,2025-05-08 23:15:45.982095,270
Quick thread: a side project. Back to building.,2025-11-08 19:13:53.041682,267
Learning writing docs first. Would love recommendations.,2025-12-14 04:09:36.490012,100
Hot take: a cleaner API pattern. Back to building.,2025-09-18 00:08:39.820867,113
Quick thread: meal prep for busy weeks. Let me know if you want details.,2025-04-29 10:37:16.978513,189
Just shipped shipping without burnout. Curious what worked for you.,2025-05-18 07:16:09.416378,76
Hot take: writing docs first. Back to building.,2025-06-08 00:30:28.112811,18
Just shipped how to stay focused. Would love recommendations.,2025-10-14 09:04:30.239684,100
Weekend plan: how to stay focused. This saved me hours.,2025-05-25 01:39:02.886350,149
Reminder: shipping without burnout. Back to building.,2026-01-24 16:08:38.429725,276
Reminder: writing docs first. Would love recommendations.,2025-08-28 00:04:22.807864,291
Trying out using SQL window functions. Back to building.,2025-08-06 05:18:06.897471,120
Small win: meal prep for busy weeks. Curious what worked for you.,2026-04-16 18:05:02.918653,20
Reminder: meal prep for busy weeks. Curious what worked for you.,2025-09-04 07:54:30.416263,104
Just shipped debugging auth bugs. Still iterating.,2026-03-27 18:00:04.432395,189
Learning better onboarding. Still iterating.,2025-11-03 13:12:59.703186,220
Learning writing docs first. Curious what worked for you.,2025-05-21 07:18:50.122532,1
Can we normalize a side project. Back to building.,2025-10-27 09:08:50.439532,145
Learning testing Flask apps. Happy to share notes.,2025-10-26 00:05:19.636641,167
PSA: testing Flask apps. Still iterating.,2025-05-19 10:09:03.932591,117
Reminder: testing Flask apps. Let me know if you want details.,2025-07-02 03:11:33.996405,193
Small win: better onboarding. Back to building.,2025-08-23 05:45:29.361599,164
Hot take: shipping without burnout. Happy to share notes.,2026-03-21 12:28:27.573602,101
PSA: using SQL window functions. Back to building.,2025-05-29 23:34:44.244734,10
Learning shipping without burnout. Thoughts?,2025-10-15 04:14:43.430284,238
Reminder: debugging auth bugs. Would love recommendations.,2025-05-16 07:17:07.110971,179
Anyone else writing docs first. Back to building.,2026-04-13 10:26:55.606352,122
Can we normalize testing Flask apps. Back to building.,2025-05-22 04:23:15.542822,217
Hot take: a cleaner API pattern. Let me know if you want details.,2025-08-08 23:38:45.804218,96
Trying out a cleaner API pattern. This saved me hours.,2025-09-20 07:36:11.797846,11
Weekend plan: writing docs first. Back to building.,2025-11-21 08:59:17.477887,21
Anyone else testing Flask apps. Let me know if you want details.,2026-03-31 18:27:56.691133,230
Small win: testing Flask apps. Let me know if you want details.,2025-10-16 22:29:54.071365,224
Anyone else a cleaner API pattern. Would love recommendations.,2026-02-05 08:57:15.304424,220
PSA: designing for accessibility. Would love recommendations.,2025-06-20 12:32:22.455534,65
Quick thread: shipping without burnout. Back to building.,2025-12-21 11:16:33.484566,299
Learning debugging auth bugs. This saved me hours.,2026-03-15 19:40:49.879131,138
Hot take: meal prep for busy weeks. Curious what worked for you.,2026-02-11 10:51:44.749196,51
Reminder: testing Flask apps. Back to building.,2025-09-12 00:51:31.782055,268
Today I learned a cleaner API pattern. Curious what worked for you.,2025-05-13 16:22:57.927138,244
Small win: designing for accessibility. Still iterating.,2025-12-07 11:22:57.350230,106
Trying out testing Flask apps. Back to building.,2026-02-05 07:47:45.490647,112
Trying out writing docs first. This saved me hours.,2026-04-04 16:27:51.108475,278
Learning keeping meetings short. Happy to share notes.,2025-11-02 09:50:39.756078,124
Hot take: testing Flask apps. Happy to share notes.,2025-12-25 13:01:51.949039,47
Can we normalize using SQL window functions. Let me know if you want details.,2025-07-19 07:19:02.856517,9
Just shipped a cleaner API pattern. This saved me hours.,2025-05-16 01:30:30.348227,176
Small win: writing docs first. Curious what worked for you.,2026-01-03 22:22:40.302465,215
Hot take: debugging auth bugs. Let me know if you want details.,2025-09-19 02:16:38.834461,231
Anyone else testing Flask apps. Would love recommendations.,2025-10-21 18:22:15.157796,127
Can we normalize how to stay focused. Let me know if you want details.,2026-03-31 00:39:47.576548,109
Can we normalize using SQL window functions. Happy to share notes.,2025-12-13 04:52:36.509610,245
Weekend plan: writing docs first. Thoughts?,2025-06-08 13:47:13.472053,240
Anyone else debugging auth bugs. Happy to share notes.,2025-09-03 04:07:38.244918,179
Trying out using SQL window functions. Thoughts?,2026-01-25 18:52:57.233399,170
Hot take: shipping without burnout. This saved me hours.,2026-02-15 04:56:40.286247,249
Reminder: meal prep for busy weeks. Back to building.,2025-04-30 20:22:34.672000,259
Quick thread: debugging auth bugs. Thoughts?,2025-07-09 06:38:52.011585,282
Can we normalize testing Flask apps. Back to building.,2025-12-20 08:13:08.396163,29
Today I learned writing docs first. Let me know if you want details.,2025-11-27 23:03:01.027328,157
Can we normalize writing docs first. Would love recommendations.,2025-12-14 03:44:54.993138,52
Reminder: debugging auth bugs. Thoughts?,2025-08-11 06:11:25.974554,127
Small win: using SQL window functions. Let me know if you want details.,2026-03-26 08:50:43.063545,84
Hot take: better onboarding. Curious what worked for you.,2025-11-29 15:58:23.743834,182
Anyone else better onboarding. Would love recommendations.,2025-06-13 19:03:22.818181,189
Small win: better onboarding. Thoughts?,2025-09-27 19:37:30.812702,214
PSA: a side project. Would love recommendations.,2026-01-24 05:42:22.431718,154
Today I learned designing for accessibility. This saved me hours.,2026-04-14 20:01:24.832694,293
Quick thread: better onboarding. Still iterating.,2025-12-01 23:16:00.248616,24
Learning a side project. Would love recommendations.,2025-12-20 09:35:41.241321,14
Weekend plan: a side project. Happy to share notes.,2026-02-06 14:23:21.595465,32
Today I learned writing docs first. Happy to share notes.,2025-12-05 18:35:56.620948,96
Small win: better onboarding. Let me know if you want details.,2026-04-13 20:40:56.345842,167
Hot take: keeping meetings short. Curious what worked for you.,2025-10-23 18:35:49.938501,92
Small win: keeping meetings short. Still iterating.,2025-12-01 12:14:28.788378,144
PSA: debugging auth bugs. Still iterating.,2025-10-12 19:34:35.470830,88
Small win: designing for accessibility. Curious what worked for you.,2026-01-04 01:27:12.334669,133
Learning meal prep for busy weeks. Back to building.,2025-11-19 16:00:53.494012,102
Anyone else keeping meetings short. Would love recommendations.,2026-02-16 00:19:30.391301,109
Small win: shipping without burnout. This saved me hours.,2025-05-05 22:05:53.069357,47
Can we normalize keeping meetings short. This saved me hours.,2026-04-01 14:31:07.202430,298
Weekend plan: testing Flask apps. This saved me hours.,2026-03-09 11:19:56.754893,169
Reminder: writing docs first. Still iterating.,2025-10-13 08:09:00.889991,66
Quick thread: better onboarding. Still iterating.,2026-01-15 08:52:42.565772,113
Learning a side project. Curious what worked for you.,2025-11-25 22:53:04.948206,191
Just shipped using SQL window functions. Happy to share notes.,2026-03-29 14:53:00.668629,262
Hot take: a cleaner API pattern. Still iterating.,2026-02-04 03:40:08.740940,122
Anyone else using SQL window functions. This saved me hours.,2025-05-05 11:25:06.174124,49
Hot take: shipping without burnout. Happy to share notes.,2026-03-09 12:11:25.748309,261
Just shipped a side project. Still iterating.,2026-03-01 09:26:54.870213,90
Just shipped a side project. This saved me hours.,2025-06-20 23:16:02.063984,289
Weekend plan: designing for accessibility. Still iterating.,2026-03-02 18:11:39.544255,249
Anyone else keeping meetings short. This saved me hours.,2026-03-30 05:24:32.543455,266
Reminder: using SQL window functions. Still iterating.,2025-05-02 10:41:05.444466,24
Today I learned using SQL window functions. This saved me hours.,2025-08-10 05:52:33.118590,78
Trying out a side project. Curious what worked for you.,2025-06-04 11:05:59.917684,162
Anyone else better onboarding. This saved me hours.,2025-05-29 09:15:16.371985,86
Just shipped testing Flask apps. Still iterating.,2025-07-18 02:33:33.254068,214
PSA: a side project. Thoughts?,2026-04-14 04:20:09.245818,108
Today I learned testing Flask apps. This saved me hours.,2025-08-03 11:17:42.370837,46
Anyone else shipping without burnout. Would love recommendations.,2026-03-02 03:55:42.415018,49
Anyone else using SQL window functions. Still iterating.,2025-08-16 21:06:25.674648,101
PSA: shipping without burnout. This saved me hours.,2025-08-27 02:00:19.934200,202
Learning designing for accessibility. Let me know if you want details.,2026-04-08 12:56:27.154961,232
Can we normalize designing for accessibility. This saved me hours.,2025-09-28 16:03:31.332618,178
Small win: keeping meetings short. Back to building.,2025-12-07 10:11:02.080633,183
Hot take: designing for accessibility. This saved me hours.,2026-02-14 12:42:12.301125,197
Small win: how to stay focused. This saved me hours.,2025-04-22 13:42:30.656826,37
Trying out meal prep for busy weeks. Thoughts?,2025-08-29 18:31:56.256195,160
Quick thread: a side project. Let me know if you want details.,2025-09-19 12:25:09.590466,238
Just shipped debugging auth bugs. This saved me hours.,2025-12-27 00:52:08.543913,20
Anyone else a side project. Curious what worked for you.,2025-12-13 09:48:22.683110,292
Anyone else better onboarding. Happy to share notes.,2025-08-04 04:37:18.907813,254
Today I learned using SQL window functions. Still iterating.,2025-09-07 22:25:25.594972,165
Weekend plan: testing Flask apps. Back to building.,2025-11-28 05:06:42.280227,244
Trying out how to stay focused. This saved me hours.,2026-01-15 21:48:48.504289,262
Today I learned keeping meetings short. Curious what worked for you.,2025-11-15 19:40:14.625333,107
Small win: using SQL window functions. This saved me hours.,2025-07-19 06:02:04.804313,89
Small win: designing for accessibility. Thoughts?,2026-03-27 03:19:45.987295,33
Just shipped testing Flask apps. Let me know if you want details.,2025-05-12 16:38:52.360601,141
Hot take: shipping without burnout. Curious what worked for you.,2025-05-05 09:06:18.962134,71
Reminder: how to stay focused. Let me know if you want details.,2025-09-04 06:49:32.238109,133
Anyone else how to stay focused. Happy to share notes.,2025-04-25 08:30:05.777094,158
Learning meal prep for busy weeks. Thoughts?,2025-12-05 11:18:50.933181,185
Anyone else a side project. Happy to share notes.,2025-10-25 20:18:20.956890,48
Weekend plan: shipping without burnout. Let me know if you want details.,2025-10-02 18:17:11.338622,143
Trying out testing Flask apps. Back to building.,2026-01-22 22:45:04.498678,27
Learning testing Flask apps. Let me know if you want details.,2026-02-23 17:55:49.128889,279
Can we normalize debugging auth bugs. Back to building.,2026-03-14 06:50:25.025253,207
Trying out debugging auth bugs. Thoughts?,2026-03-26 05:15:37.527540,264
Reminder: designing for accessibility. Curious what worked for you.,2025-07-27 06:45:47.752680,264
Anyone else how to stay focused. Still iterating.,2025-10-20 02:06:13.564599,186
Learning how to stay focused. Let me know if you want details.,2025-07-02 06:33:03.426044,74
Can we normalize meal prep for busy weeks. Curious what worked for you.,2025-06-23 23:14:39.771415,107
Learning debugging auth bugs. Let me know if you want details.,2026-03-13 13:16:28.693665,150
PSA: how to stay focused. Back to building.,2026-01-15 09:45:33.836475,265
PSA: debugging auth bugs. Let me know if you want details.,2025-07-26 02:44:11.352290,218
Can we normalize designing for accessibility. Let me know if you want details.,2025-07-18 14:44:01.209102,15
Today I learned debugging auth bugs. Still iterating.,2026-04-10 19:45:46.416723,288
Just shipped designing for accessibility. This saved me hours.,2026-03-02 04:43:52.442383,10
Reminder: a cleaner API pattern. Happy to share notes.,2025-11-26 16:44:30.737111,86
Learning a side project. Would love recommendations.,2026-01-19 17:53:53.885947,116
Just shipped testing Flask apps. Happy to share notes.,2025-07-14 18:40:10.850976,90
Weekend plan: a side project. Happy to share notes.,2026-03-25 22:27:19.484637,86
Can we normalize meal prep for busy weeks. Back to building.,2026-04-16 15:05:31.294942,214
Just shipped using SQL window functions. Curious what worked for you.,2025-05-06 01:18:09.032534,200
Weekend plan: testing Flask apps. Curious what worked for you.,2025-11-24 13:52:34.629496,257
PSA: debugging auth bugs. Curious what worked for you.,2025-05-27 01:54:17.224081,114
Quick thread: shipping without burnout. Thoughts?,2025-07-24 17:30:13.393271,189
Quick thread: a cleaner API pattern. This saved me hours.,2025-08-08 00:35:52.594875,267
Quick thread: a cleaner API pattern. Would love recommendations.,2025-12-06 17:44:12.281104,116
Quick thread: using SQL window functions. Happy to share notes.,2025-04-23 15:41:21.453077,187
Weekend plan: a cleaner API pattern. Curious what worked for you.,2026-01-02 06:39:34.901459,243
Reminder: a cleaner API pattern. Thoughts?,2025-07-10 12:12:05.641505,126
Trying out designing for accessibility. Let me know if you want details.,2026-01-12 21:50:40.462347,83
Hot take: a side project. Still iterating.,2025-11-28 08:03:44.494391,188
Reminder: debugging auth bugs. Still iterating.,2026-01-28 20:37:11.770870,147
Anyone else using SQL window functions. Thoughts?,2025-09-07 16:13:03.110333,67
PSA: testing Flask apps. Back to building.,2025-10-31 03:47:39.981526,270
Hot take: a side project. Thoughts?,2026-02-15 14:24:03.440780,204
Trying out writing docs first. Back to building.,2026-03-06 00:07:27.251426,268
Reminder: debugging auth bugs. Back to building.,2026-03-27 21:58:01.227108,178
Quick thread: testing Flask apps. Still iterating.,2025-08-28 16:32:40.539382,32
Reminder: a side project. Would love recommendations.,2025-05-07 23:27:28.914319,148
PSA: keeping meetings short. Curious what worked for you.,2025-10-01 15:07:34.301677,9
PSA: meal prep for busy weeks. Would love recommendations.,2026-02-22 05:03:19.663134,274
PSA: using SQL window functions. Thoughts?,2026-02-21 20:37:04.368602,105
Weekend plan: writing docs first. Let me know if you want details.,2025-07-05 17:26:38.272121,237
Weekend plan: how to stay focused. Would love recommendations.,2026-04-03 12:22:17.752599,3
Reminder: meal prep for busy weeks. Happy to share notes.,2026-04-01 23:24:16.496878,196
Hot take: debugging auth bugs. Thoughts?,2025-05-31 19:03:47.709724,193
Trying out designing for accessibility. Back to building.,2025-12-26 10:22:27.467556,242
Just shipped debugging auth bugs. Would love recommendations.,2025-11-22 23:33:56.544616,48
Trying out how to stay focused. Back to building.,2025-11-21 05:24:59.288389,269
Can we normalize a cleaner API pattern. This saved me hours.,2025-07-22 16:03:46.566562,147
Small win: keeping meetings short. Would love recommendations.,2025-06-03 15:02:46.000820,52
Trying out designing for accessibility. Would love recommendations.,2025-07-12 11:45:22.576226,21
Can we normalize testing Flask apps. Still iterating.,2025-11-09 18:42:55.786294,255
Reminder: keeping meetings short. Happy to share notes.,2026-04-04 19:53:45.642893,60
Anyone else using SQL window functions. Let me know if you want details.,2025-05-12 06:34:28.483448,299
Reminder: shipping without burnout. Would love recommendations.,2025-12-10 02:50:18.867612,197
Can we normalize debugging auth bugs. This saved me hours.,2025-10-02 09:29:20.006148,25
Hot take: shipping without burnout. This saved me hours.,2025-08-26 02:54:11.638419,96
Reminder: designing for accessibility. This saved me hours.,2025-11-26 11:18:31.179143,190
Can we normalize how to stay focused. Would love recommendations.,2025-07-24 20:06:37.125954,200
Anyone else better onboarding. Back to building.,2026-02-17 06:17:39.275073,8
Quick thread: shipping without burnout. Thoughts?,2026-04-18 13:33:46.775899,176
Can we normalize designing for accessibility. Let me know if you want details.,2025-10-10 09:03:46.536544,175
Can we normalize testing Flask apps. Would love recommendations.,2025-11-20 04:38:50.629644,91
Trying out meal prep for busy weeks. Happy to share notes.,2025-07-01 22:31:17.824370,169
Anyone else better onboarding. Still iterating.,2025-05-09 10:17:43.815236,105
Reminder: shipping without burnout. Happy to share notes.,2025-09-22 02:17:40.067710,216
Trying out a cleaner API pattern. Would love recommendations.,2025-06-23 06:17:38.168934,121
PSA: how to stay focused. Back to building.,2025-10-17 09:52:40.180195,115
PSA: a cleaner API pattern. Curious what worked for you.,2025-06-12 18:45:00.009730,250
Can we normalize shipping without burnout. Thoughts?,2025-08-14 19:41:14.660586,71
PSA: testing Flask apps. Back to building.,2026-02-07 21:39:53.285429,166
PSA: meal prep for busy weeks. Thoughts?,2026-01-23 05:45:56.549800,173
Weekend plan: keeping meetings short. Thoughts?,2025-05-06 07:10:58.657442,139
Hot take: shipping without burnout. Happy to share notes.,2026-01-29 04:50:39.778904,59
Can we normalize a side project. This saved me hours.,2025-10-23 09:26:12.262805,188
PSA: designing for accessibility. Still iterating.,2025-11-15 13:12:34.554043,42
Quick thread: better onboarding. Happy to share notes.,2026-03-05 11:05:49.185100,41
Quick thread: a cleaner API pattern. Curious what worked for you.,2025-08-21 08:19:37.529161,18
Quick thread: how to stay focused. Still iterating.,2025-07-04 08:34:55.542494,225
Hot take: a side project. This saved me hours.,2025-10-05 14:42:16.244715,6
Small win: better onboarding. Thoughts?,2025-08-29 03:49:02.380661,110
Hot take: how to stay focused. Let me know if you want details.,2025-12-05 00:07:20.883224,62
Reminder: a cleaner API pattern. Back to building.,2025-08-17 09:32:04.417298,113
Reminder: using SQL window functions. Let me know if you want details.,2025-10-25 03:35:37.492959,54
Quick thread: a cleaner API pattern. This saved me hours.,2025-08-16 02:39:21.093320,55
Trying out debugging auth bugs. Would love recommendations.,2025-12-15 18:08:30.848500,182
Reminder: keeping meetings short. Would love recommendations.,2026-02-18 20:18:49.121782,157
Quick thread: shipping without burnout. Let me know if you want details.,2025-12-29 19:35:49.935803,20
Quick thread: writing docs first. Happy to share notes.,2025-11-19 19:56:53.890916,258
Weekend plan: how to stay focused. Would love recommendations.,2025-08-09 07:52:51.513685,214
Anyone else keeping meetings short. Would love recommendations.,2025-08-02 16:10:25.889640,263
Anyone else testing Flask apps. Thoughts?,2025-10-09 22:23:01.323524,153
PSA: designing for accessibility. Let me know if you want details.,2025-08-08 16:22:31.661172,28
Quick thread: testing Flask apps. Would love recommendations.,2026-03-07 20:50:08.195463,205
PSA: a side project. Would love recommendations.,2025-12-10 17:01:15.711879,175
Small win: how to stay focused. Happy to share notes.,2026-01-14 18:34:15.068935,294
Just shipped debugging auth bugs. Would love recommendations.,2026-04-16 20:43:40.772891,162
Anyone else using SQL window functions. Curious what worked for you.,2025-07-31 03:54:10.717247,299
Learning debugging auth bugs. Back to building.,2026-04-12 02:27:39.429006,264
Just shipped writing docs first. Still iterating.,2026-02-15 02:41:27.218598,291
Anyone else meal prep for busy weeks. Curious what worked for you.,2025-12-10 18:59:41.869546,256
Learning a cleaner API pattern. Still iterating.,2025-11-20 02:13:52.015773,16
Trying out better onboarding. Back to building.,2026-03-25 12:53:17.040537,43
Anyone else testing Flask apps. Curious what worked for you.,2025-04-29 00:18:25.802392,72
Weekend plan: using SQL window functions. Let me know if you want details.,2025-06-20 07:30:15.885722,6
Reminder: better onboarding. Would love recommendations.,2025-11-12 19:01:17.757722,289
Weekend plan: debugging auth bugs. Back to building.,2025-06-21 06:57:54.621307,273
Can we normalize how to stay focused. Would love recommendations.,2026-04-08 01:52:43.433619,268
Small win: debugging auth bugs. This saved me hours.,2025-06-29 12:14:42.460914,4
Can we normalize designing for accessibility. Thoughts?,2026-04-08 13:18:08.083380,180
Trying out meal prep for busy weeks. Thoughts?,2025-12-18 17:25:12.665747,221
Learning designing for accessibility. Would love recommendations.,2025-12-29 22:23:09.253173,10
Learning debugging auth bugs. This saved me hours.,2025-08-18 03:58:43.827884,223
Anyone else how to stay focused. Back to building.,2025-07-17 17:14:42.529330,292
Learning keeping meetings short. Back to building.,2026-01-20 21:10:04.843058,230
Learning keeping meetings short. Thoughts?,2026-01-30 19:15:48.471811,135
Today I learned better onboarding. Would love recommendations.,2026-03-29 03:16:24.893104,141
PSA: using SQL window functions. This saved me hours.,2025-04-28 03:19:32.388584,99
Hot take: a side project. Still iterating.,2025-05-30 05:26:32.518493,12
Just shipped designing for accessibility. Would love recommendations.,2025-06-21 21:42:16.704034,133
Anyone else shipping without burnout. Happy to share notes.,2025-05-05 22:11:11.938063,295
Weekend plan: meal prep for busy weeks. Happy to share notes.,2026-02-16 19:52:56.430597,40
Anyone else a side project. Happy to share notes.,2026-04-19 04:11:38.672494,201
Can we normalize better onboarding. Happy to share notes.,2026-02-07 15:15:39.073410,146
PSA: a side project. Let me know if you want details.,2026-03-01 17:54:05.358231,227
Just shipped writing docs first. Still iterating.,2026-04-22 09:23:12.612868,193
Anyone else how to stay focused. Would love recommendations.,2025-09-11 19:54:02.700547,209
Small win: testing Flask apps. Thoughts?,2025-08-04 23:46:57.437652,128
Anyone else a side project. Would love recommendations.,2025-11-05 02:08:34.988988,94
Hot take: better onboarding. Thoughts?,2026-04-03 18:44:54.695443,153
Can we normalize how to stay focused. Thoughts?,2025-08-16 05:46:15.684518,128
